Course Title,University,Country,Course Area
Special Topic: Youth Justice,Victoria University of Wellington,New Zealand,Law Major Elective-LLB/JD only
The Criminal Justice Process,Victoria University of Wellington,New Zealand,Law Major Elective-LLB/JD only
Understanding Behaviour: Working with People,Victoria University of Wellington,New Zealand,SSMR (Social Science)
Culture and International Relations,Victoria University of Wellington,New Zealand,Political Science Major
International Relations of East Asia,Victoria University of Wellington,New Zealand,Political Science Major
Introduction to International Relations,Victoria University of Wellington,New Zealand,Political Science Major
Gender: Politics and Policy,Victoria University of Wellington,New Zealand,Sociology Major Elective
International Economics,BI Norwegian Business School,Norway,International Economics A
Corporate Finance,BI Norwegian Business School,Norway,Acct Options / Acct Elective
Corporate Finance,BI Norwegian Business School,Norway,AO (Financial Management Track
DIGITAL VALUE CREATION,BI Norwegian Business School,Norway,ADA Major Elective + AO/AE
Data Driven Management Accounting,BI Norwegian Business School,Norway,ADA Major Elective + AO/AE
EDI 3400 Programming and Data Management,BI Norwegian Business School,Norway,ADA Major Elective + AO/AE
ELE 3909 Cluster Analysis for Business,BI Norwegian Business School,Norway,ADA Major Elective + AO/AE
ELE 3912 Machine Learning for Business Using R,BI Norwegian Business School,Norway,ADA Major Elective + AO/AE
"Programming, data extraction and visualisation",BI Norwegian Business School,Norway,ADA Major Elective + AO/AE
Cross Cultural Management,BI Norwegian Business School,Norway,Business Option
ELE 3727 Corporate Environmental Management,BI Norwegian Business School,Norway,Business Option
ELE 3769 Cross Cultural Management,BI Norwegian Business School,Norway,Business Option
ELE 3771 Purchasing,BI Norwegian Business School,Norway,Business Option
EXC 2123 Business Research Methods,BI Norwegian Business School,Norway,Business Option
FIN 3512 Corporate Finance,BI Norwegian Business School,Norway,Business Option
INTERNATIONAL BUSINESS,BI Norwegian Business School,Norway,Business Option
Innovation and Entrepreneurship,BI Norwegian Business School,Norway,Business Option
Insight-driven Communication,BI Norwegian Business School,Norway,Business Option
International Commercial Law,BI Norwegian Business School,Norway,Business Option
Investment Analysis,BI Norwegian Business School,Norway,Business Option
Media Management and Economics,BI Norwegian Business School,Norway,Business Option
Options and Futures ,BI Norwegian Business School,Norway,Business Option
Organization and Change,BI Norwegian Business School,Norway,Business Option
Purchasing,BI Norwegian Business School,Norway,Business Option
Reputation and Corporate Communication,BI Norwegian Business School,Norway,Business Option
Shipping Management,BI Norwegian Business School,Norway,Business Option
Social Entrepreneurship,BI Norwegian Business School,Norway,Business Option
Strategies for Globalization in the Maritime sector,BI Norwegian Business School,Norway,Business Option
TACTICAL MARKETING,BI Norwegian Business School,Norway,Business Option
The Maritime Industry,BI Norwegian Business School,Norway,Business Option
Behavioral Finance,BI Norwegian Business School,Norway,Business Option
ANALYSES OF FINANCIAL DATA,BI Norwegian Business School,Norway,Finance Major Elective
Behavioral Finance,BI Norwegian Business School,Norway,Finance Major Elective
Corporate and Financial Risk Management,BI Norwegian Business School,Norway,Finance Major Elective
Financial Decision Making,BI Norwegian Business School,Norway,Finance Major Elective
Financial Investment Analysis,BI Norwegian Business School,Norway,Finance Major Elective
Financial Technology,BI Norwegian Business School,Norway,Finance Major Elective
Financial analysis and valuation,BI Norwegian Business School,Norway,Finance Major Elective
"Financial bubbles, crashes and crises",BI Norwegian Business School,Norway,Finance Major Elective
INTERNATIONAL FINANCE,BI Norwegian Business School,Norway,Finance Major Elective
International Corporate Finance,BI Norwegian Business School,Norway,Finance Major Elective
Marine Insurance,BI Norwegian Business School,Norway,Finance Major Elective
Options and Futures,BI Norwegian Business School,Norway,Finance Major Elective
Real Estate Finance,BI Norwegian Business School,Norway,Finance Major Elective
Risk Management,BI Norwegian Business School,Norway,Finance Major Elective
Shipping Finance,BI Norwegian Business School,Norway,Finance Major Elective
Innovation and Entrepreneurship,BI Norwegian Business School,Norway,Strategic Mgmt Major Elective
Managing International Operations,BI Norwegian Business School,Norway,Strategic Mgmt Major Elective
BRANDING,BI Norwegian Business School,Norway,Marketing Major Elective
Brand Management,BI Norwegian Business School,Norway,Marketing Major Elective
EXC 3620 Service Marketing,BI Norwegian Business School,Norway,Marketing Major Elective
International Marketing,BI Norwegian Business School,Norway,Marketing Major Elective
International Marketing Management,BI Norwegian Business School,Norway,Marketing Major Elective
Service Marketing,BI Norwegian Business School,Norway,Marketing Major Elective
Theories and Methods in Marketing Communication,BI Norwegian Business School,Norway,Marketing Major Elective
Leadership and Personal Management,BI Norwegian Business School,Norway,Org Behaviour & HR Major Elec
Organization and Change,BI Norwegian Business School,Norway,Org Behaviour & HR Major Elec
Business Dynamics,BI Norwegian Business School,Norway,Operations Mgmt Major Elective
Logistics and Marketing Channels,BI Norwegian Business School,Norway,Operations Mgmt Major Elective
Project Management,BI Norwegian Business School,Norway,Operations Mgmt Major Elective
Strategies for Globalization in the Maritime sector,BI Norwegian Business School,Norway,Operations Mgmt Major Elective
Communication in Action: Dialogue and Discourse,BI Norwegian Business School,Norway,Corp Comm Major Elective
Organisational Communication and Leadership,BI Norwegian Business School,Norway,Corp Comm Major Elective
Persuasion and Influence,BI Norwegian Business School,Norway,Corp Comm Major Elective
Reputation and Corporate Communication,BI Norwegian Business School,Norway,Corp Comm Major Elective
Social Networks and Communities,BI Norwegian Business School,Norway,Corp Comm Major Elective
DIGITAL VALUE CREATION,BI Norwegian Business School,Norway,Digital Business Electives – A
Digital Value Creation,BI Norwegian Business School,Norway,Digital Business Electives – A
Social Networks and Communities,BI Norwegian Business School,Norway,Digital Business Electives – A
AI AND DATA ETHICS,BI Norwegian Business School,Norway,Digital Business Electives – B
AI and Data Ethics,BI Norwegian Business School,Norway,Digital Business Electives – B
"Programming, data extraction and visualisation",BI Norwegian Business School,Norway,Digital Business Electives – B
Business Communication - Negotiations and Presentations,BI Norwegian Business School,Norway,Capabilities - Managing
Business Communication in English - Effective Negotiations and Presentations,BI Norwegian Business School,Norway,Capabilities - Managing
Decision modelling using spreadsheet,BI Norwegian Business School,Norway,Capabilities - Managing
Excel Programming and Automation,BI Norwegian Business School,Norway,Capabilities - Managing
AI and Data Ethics,BI Norwegian Business School,Norway,Comm - Technology & Society
AI and Data Ethics,BI Norwegian Business School,Norway,Communities – Tech and Society
"ELE 3910 Global Sustainability: Climate, Environment and Poverty",BI Norwegian Business School,Norway,Comm - Technology & Society
"ELE 3910 Global Sustainability: Climate, Environment and Poverty",BI Norwegian Business School,Norway,Communities – Tech and Society
Social Media and Society,BI Norwegian Business School,Norway,Comm - Technology & Society
Social Media and Society,BI Norwegian Business School,Norway,Communities – Tech and Society
Norwegian Culture and History - An Introduction,BI Norwegian Business School,Norway,Comm - Cltr of the Modern Wrl
Norwegian Culture and History - An Introduction,BI Norwegian Business School,Norway,Comm - Cultures of the Mod W
SPÅ 2901 Business Communication - Culture and Ethics,BI Norwegian Business School,Norway,Comm - Cltr of the Modern Wrl
SPÅ 2901 Business Communication - Culture and Ethics,BI Norwegian Business School,Norway,Comm - Cultures of the Mod W
Business Communication in English - Effective Presentations and Negotiations (Oral),BI Norwegian Business School,Norway,Career Skills
Global Economy,BI Norwegian Business School,Norway,Free Electives (For LKCSB)
Introduction to Quantitative Finance,BI Norwegian Business School,Norway,Free Electives (For LKCSB)
"CAUSALITY, MACHINE LEARNING AND FORECASTING",BI Norwegian Business School,Norway,Free Electives (SCIS only)
Innovation & Entrepreneurship,BI Norwegian Business School,Norway,Free Electives (SCIS only)
Service Marketing,BI Norwegian Business School,Norway,Free Electives (SCIS only)
Norwegian Culture and History - An Introduction,BI Norwegian Business School,Norway,General Education - Arts
Global Strategies for Emerging Markets,BI Norwegian Business School,Norway,Globalisation
International Business Environment,BI Norwegian Business School,Norway,Globalisation
Cross Cultural Management,BI Norwegian Business School,Norway,Global and Regional Studies
"Financial bubbles, crashes and crises",BI Norwegian Business School,Norway,Global and Regional Studies
Global Strategies for Emerging Markets,BI Norwegian Business School,Norway,Global and Regional Studies
International Business Environment,BI Norwegian Business School,Norway,Global and Regional Studies
International Commercial Law,BI Norwegian Business School,Norway,Global and Regional Studies
FIN 3633 International Financial Management,BI Norwegian Business School,Norway,GRS + FNCE
Organization and Change,BI Norwegian Business School,Norway,Business-Oriented Elective
Leadership and Personal Management,BI Norwegian Business School,Norway,SSMR (Econs/Acct/Business)
Organizational Behaviour and Management,BI Norwegian Business School,Norway,SSMR (Social Science)
Innovation strategy and technological change,BI Norwegian Business School,Norway,Technology & Entrepreneurship
Innovation strategy and technological change,BI Norwegian Business School,Norway,Technology and Entrepreneursh
Innovation strategy and technological change,BI Norwegian Business School,Norway,Technology and Entrepreneurshi
Social Networks and Communities,BI Norwegian Business School,Norway,Technology & Entrepreneurship
Social Networks and Communities,BI Norwegian Business School,Norway,Technology and Entrepreneursh
Social Networks and Communities,BI Norwegian Business School,Norway,Technology and Entrepreneurshi
Technology Strategy and Strategic Technology,BI Norwegian Business School,Norway,Technology & Entrepreneurship
